,Unnamed: 0,Name,Position,Club,Division,Based,Nation,Height,Weight,Age,Preferred Foot,Best Pos,Best Role,Value,Wage,CA,PA,Wor,Vis,Thr,Tec,Tea,Tck,Str,Sta,TRO,Ref,Pun,Pos,Pen,Pas,Pac,1v1,OtB,Nat,Mar,L Th,Lon,Ldr,Kic,Jum,Hea,Han,Fre,Fla,Fir,Fin,Ecc,Dri,Det,Dec,Cro,Cor,Cnt,Cmp,Com,Cmd,Bra,Bal,Ant,Agi,Agg,Aer,Acc
2609,2609,Viktor GyÃ¶keres,"AM (RL), ST (C)",Coventry,Sky Bet League One,England (Sky Bet League One),SWE,187,86,21,Right Only,ST (C),PF,2000000,7250,115,144,16,8,3,12,13,6,14,14,3,2,1,7,13,9,14,3,13,15,6,6,11,7,2,12,9,1,7,11,11,13,3,13,16,10,6,6,11,11,2,3,13,12,11,12,16,1,14
2610,2610,Vitinho,"AM (RLC), ST (C)",Flamengo,Brazilian National First Division,Brazil (First Division),BRA,180,75,25,Either,AM (L),IW,7500000,37500,134,144,9,12,3,15,10,8,10,13,3,3,3,7,12,12,14,1,13,14,5,7,14,3,1,9,5,3,12,15,13,12,2,14,10,10,12,10,10,12,2,3,5,11,10,15,10,3,15
2611,2611,Wesley Hoedt,D (C),Lazio,Italian Serie A,Italy (Serie A),NED,192,82,25,Left Only,D (C),BPD,13500000,60000,130,144,17,13,3,12,15,14,16,13,1,1,2,15,8,13,12,1,9,16,14,4,9,9,2,16,16,2,12,12,11,8,2,9,16,10,7,5,12,12,3,4,13,12,13,12,15,2,12
2612,2612,Xavi Sintes,"DM, M (C)",R. Madrid,Spanish First Division,Spain (First Division),ESP,190,78,18,Right Only,M (C),CM,35500,325,70,144,9,9,3,11,8,14,7,7,2,1,3,9,3,14,14,4,9,12,10,1,10,1,1,15,5,2,7,1,11,8,4,3,4,12,5,7,9,9,2,1,8,8,7,13,15,1,12
2613,2613,Yeremi Pino,"AM (RC), ST (C)",Villarreal,Spanish First Division,Spain (First Division),ESP,172,62,16,Right,AM (C),AP,2800000,9250,130,144,10,13,3,15,14,8,9,13,2,3,2,10,6,13,12,3,11,12,8,9,11,11,3,7,9,1,12,12,13,12,1,15,14,13,12,12,12,13,3,4,10,14,12,15,8,2,13
2614,2614,Zaydou Youssouf,M/AM (C),AS Saint-Etienne,Ligue 1 Conforama,France (Ligue 1 Conforama),FRA,182,81,19,Left,M (C),MEZ,1600000,6000,120,144,14,13,3,14,11,8,11,13,2,1,1,11,11,12,13,2,13,11,8,5,11,12,3,10,8,3,11,14,13,7,1,14,12,12,13,12,11,12,2,2,13,14,11,14,13,1,14
2615,2615,Zeca,"DM, M (RC)",FC KÃ¸benhavn,3F Superliga,Denmark (3F Superliga),GRE,182,67,30,Right Only,M (C),BWM,4000000,8750,144,144,18,10,2,12,17,18,8,18,1,1,4,15,8,13,15,2,10,18,16,7,10,18,3,11,8,1,7,7,12,7,1,10,18,15,10,7,14,13,1,3,16,13,15,16,16,2,15
2616,2616,Danny Drinkwater,M (C),KasÃ„Â±mpaÃ…ÂŸa,Turkish Super League,Turkey (Super League),ENG,177,81,29,Right,M (C),BBM,0,120000,136,144,15,14,2,15,15,15,12,15,2,3,3,13,10,14,12,2,15,13,7,7,12,10,2,6,8,2,10,12,14,11,3,11,15,14,13,11,14,15,2,3,13,13,14,13,13,1,12
2617,2617,Jake Clarke-Salter,D (C),Birmingham,Sky Bet Championship,England (Sky Bet Championship),ENG,188,77,21,Left,D (C),CD,0,5000,119,144,13,10,2,12,13,11,13,14,4,2,4,12,7,11,14,2,8,12,12,7,4,13,2,14,13,3,3,5,11,9,3,7,5,11,7,8,10,10,3,3,12,13,11,12,13,2,12
2618,2618,Aaron Hunt,M/AM (C),Hamburger SV,Bundesliga 2,Germany (Bundesliga 2),GER,183,73,32,Left,AM (C),EG,725000,25000,122,143,10,16,1,16,14,7,9,12,1,1,3,11,16,14,11,3,10,13,6,6,15,13,2,10,8,2,12,16,15,12,1,11,11,14,13,13,16,15,3,3,8,14,12,12,9,1,9
2619,2619,Abderrazak Hamedallah,ST (C),Al-Nassr (KSA),Saudi Professional League,Saudi Arabia (Pro League),MAR,179,81,28,Right,ST (C),AF,5000000,44500,126,143,11,12,1,12,7,8,12,15,1,1,3,12,13,11,14,1,16,11,9,7,12,9,1,13,12,2,10,12,13,16,1,13,12,13,8,9,10,14,2,3,14,12,12,13,13,4,13
2620,2620,Adam Marusic,D/WB/M (R),Lazio,Italian Serie A,Italy (Serie A),MNE,185,77,26,Right,WB (R),WB,10750000,27500,139,143,15,11,3,12,14,12,14,15,1,2,3,12,12,12,15,3,16,15,12,6,10,8,4,13,7,2,4,13,13,11,1,10,16,12,11,5,12,14,2,1,15,14,12,13,15,2,15
2621,2621,Aderllan Santos,D (C),Rio Ave,Portuguese Premier League,Portugal (Premier League),BRA,192,84,30,Right,D (C),CD,3600000,18500,126,143,14,8,3,11,14,12,16,13,3,1,1,12,10,11,14,2,8,12,14,10,11,12,2,16,15,2,9,6,8,8,3,6,14,13,6,3,11,10,3,2,13,10,13,10,13,3,13
2622,2622,Ãmer Toprak,D (C),SV Werder,Bundesliga,Germany (Bundesliga),TUR,186,83,29,Right,D (C),CD,18500000,66000,137,143,11,8,2,11,14,14,15,12,1,1,1,15,7,10,16,3,7,14,15,9,5,13,1,13,12,1,5,6,11,7,3,8,11,12,7,4,13,14,3,2,14,14,16,12,8,3,13
2623,2623,Afriyie Acquah,"DM, M (C)",Yeni Malatyaspor,Turkish 1. League,Turkey (1. League),GHA,179,70,27,Right,M (C),BWM,5750000,12750,125,143,15,12,3,12,15,13,16,17,2,2,2,13,8,12,13,4,12,16,13,5,10,10,1,10,10,2,6,9,11,8,3,12,18,11,8,5,12,13,2,2,16,16,11,13,18,2,14
2624,2624,Alan Kardec,ST (C),Chongqing,Chinese Super League,China (Super League),BRA,187,80,30,Right,ST (C),CF,17750000,90000,137,143,14,11,1,13,14,8,14,13,1,3,3,7,15,13,12,4,13,13,9,9,13,12,3,14,16,1,11,13,13,13,1,13,15,13,11,10,13,14,2,2,15,15,14,13,11,3,13
2625,2625,Albano Bizzarri,GK,Unknown,Unknown,Argentina,ARG,188,87,41,Right Only,GK,SK,0,0,98,143,10,7,11,5,10,3,12,8,14,12,13,15,3,5,7,13,2,11,1,1,3,12,12,15,5,14,6,6,5,2,10,1,16,10,2,4,12,12,12,13,11,10,14,9,13,11,7
2626,2626,Alberto Zapater,"DM, M (C)",Zaragoza,Spanish Second Division,Spain (Second Division),ESP,180,80,34,Right,DM,BWM,195000,3300,108,143,17,8,1,11,18,14,15,13,2,1,1,10,11,12,10,2,9,14,13,8,9,16,1,10,9,2,15,5,11,8,2,9,16,11,11,13,14,10,2,2,18,13,11,8,15,2,9
2627,2627,Alexandr Lomovitskiy,M/AM (RL),Arsenal Tula,Russian Premier League,Russia (Premier League),RUS,180,73,21,Left,AM (R),IW,925000,12000,115,143,12,11,2,11,12,11,7,14,3,1,1,9,11,10,14,2,12,13,5,6,11,11,3,9,7,1,10,7,13,9,1,12,11,10,10,11,11,12,3,1,11,13,11,13,7,2,14
2628,2628,Alexandre Penetra,D (C),SLB,Portuguese Premier League,Portugal (Premier League),POR,184,73,17,Right,D (C),CD,9250,130,83,143,12,10,1,9,12,9,9,9,1,2,1,10,4,13,9,1,8,9,12,4,6,16,1,11,15,2,6,2,13,11,1,7,15,11,4,3,12,9,1,3,9,8,10,10,12,4,9
2629,2629,Alexandru Maxim,"M (L), AM (LC)",Gaziantep FK,Turkish Super League,Turkey (Super League),ROU,178,70,28,Either,AM (C),AP,4300000,14750,125,143,10,16,1,16,12,6,7,10,4,3,3,6,12,14,11,2,12,11,5,4,12,5,1,7,5,4,13,17,15,12,1,15,12,11,14,16,10,14,3,3,7,8,11,14,8,1,14
2630,2630,Alexis Vega,"AM (RLC), ST (C)",Chivas,Mexican First Division,Mexico (First Division),MEX,172,72,21,Right,AM (R),W,775000,5750,121,143,13,11,2,12,12,10,13,12,3,1,2,5,6,10,14,1,12,8,4,11,12,6,1,12,10,1,6,9,15,13,2,12,11,9,14,10,10,11,2,3,5,8,13,12,3,3,14
2631,2631,Alisson,M/AM (RL),GrÃªmio,Brazilian National First Division,Brazil (First Division),BRA,174,73,25,Right Only,AM (R),W,9000000,8500,136,143,13,13,3,13,11,10,9,14,3,3,3,9,12,14,15,2,14,14,7,4,12,10,2,6,5,3,14,15,13,13,3,15,13,11,14,15,11,12,3,3,10,10,13,14,10,3,16
2632,2632,AloÃ­sio,ST (C),Guangzhou,Chinese Super League,China (Super League),BRA,176,89,31,Right,ST (C),PF,6750000,74000,120,143,16,12,1,13,13,8,14,13,1,2,1,8,13,11,13,3,13,13,5,2,11,11,1,8,11,1,10,13,13,14,1,14,18,13,10,4,13,13,1,1,16,14,13,13,16,3,13
2633,2633,Andrea Caracciolo,ST (C),FeralpiSalÃ²,Italian Serie C/B,Italy (Serie C/B),ITA,194,80,37,Right,ST (C),TM,38000,4100,111,143,12,10,1,13,13,5,15,12,1,1,1,6,15,11,10,1,13,12,3,5,8,15,1,16,16,1,9,11,12,12,1,12,14,13,5,4,13,12,1,1,13,11,12,10,10,1,9
2634,2634,Andrea Masiello,D (C),Genoa,Italian Serie A,Italy (Serie A),ITA,184,82,33,Right,D (C),CD,3200000,15250,138,143,13,8,2,12,15,15,14,12,3,3,2,16,4,11,11,1,7,13,15,5,7,14,1,12,14,2,4,5,12,6,1,8,16,14,8,3,15,14,2,2,14,15,16,13,14,2,12
2635,2635,Andrea Papetti,D (C),Brescia,Italian Serie B,Italy (Serie B),ITA,186,77,16,Right,D (C),NCB,32500,190,74,143,12,6,1,7,10,11,10,10,2,1,1,11,4,8,12,3,4,16,11,7,6,7,3,12,11,1,2,3,7,3,1,7,16,7,6,2,12,12,4,4,11,11,12,10,14,3,12
2636,2636,Anton Miranchuk,"M (C), AM (RLC)",Lokomotiv Moscow,Russian Premier League,Russia (Premier League),RUS,183,72,23,Right,M (C),DLP,4600000,33000,135,143,15,13,2,14,15,10,10,14,1,2,4,11,14,13,13,2,13,13,10,9,11,9,1,11,8,4,9,12,14,13,1,13,13,14,13,13,15,13,2,2,13,10,13,13,6,1,13
2637,2637,Antonio Mirante,GK,Roma,Italian Serie A,Italy (Serie A),ITA,188,85,35,Right,GK,SK,1100000,30500,132,143,14,4,12,7,13,2,13,9,13,15,12,14,6,9,10,11,1,10,3,2,2,9,13,16,8,14,3,9,8,3,8,2,12,14,3,3,15,15,11,12,14,14,14,12,8,15,10
2638,2638,Arnaud Nordin,M/AM (L),AS Saint-Etienne,Ligue 1 Conforama,France (Ligue 1 Conforama),FRA,170,66,21,Left,AM (L),W,1300000,4500,115,143,12,10,1,13,12,4,11,13,3,2,3,10,11,12,14,1,13,12,3,5,12,10,2,6,6,2,6,13,13,12,3,14,12,10,10,6,9,11,4,3,12,12,10,14,8,1,15
2639,2639,Aster Vranckx,M (C),KV Mechelen,Belgian Pro League A,Belgium (Pro League A),BEL,176,65,16,Right,M (C),AP,245000,1300,95,143,10,11,1,14,10,10,9,10,1,2,2,7,7,12,12,1,7,11,10,6,10,8,1,12,11,3,9,12,12,9,1,12,13,10,8,6,10,10,1,2,10,7,11,12,12,1,12
2640,2640,Bas Dost,ST (C),Club Brugge,Belgian Pro League A,Belgium (Pro League A),NED,196,80,30,Right,ST (C),P,10500000,17250,138,143,8,10,1,12,12,6,15,12,3,3,1,6,18,11,12,3,16,13,6,5,9,8,2,16,16,2,8,10,14,16,2,10,12,14,9,6,16,18,1,1,12,13,18,11,8,1,9
2641,2641,Ben Mee,D (LC),Burnley,English Premier Division,England (Premier Division),ENG,183,74,29,Left Only,D (C),NCB,22500000,55000,132,143,13,8,4,9,18,15,15,15,2,1,2,14,5,10,12,1,8,12,15,15,4,15,2,14,16,3,4,7,10,6,1,8,14,12,8,6,14,11,1,1,16,10,13,12,17,2,13
2642,2642,BenjamÃ­n Garre,"M (C), AM (RL)",Racing Club,Argentine Premier Division,Argentina (Premier Division),ARG,171,68,18,Left,AM (R),IW,825000,2000,100,143,8,8,2,14,7,6,10,12,1,2,1,5,3,11,14,3,8,8,5,7,8,5,2,8,8,1,6,15,13,10,2,13,7,10,15,10,8,6,1,1,7,13,6,12,9,1,14
2643,2643,BenoÃ®t Costil,GK,Bordeaux,Ligue 1 Conforama,France (Ligue 1 Conforama),FRA,187,88,31,Right Only,GK,SK,8500000,35500,139,143,10,10,12,9,13,1,15,14,13,16,13,13,4,11,12,15,1,16,3,2,1,14,14,13,1,11,10,7,12,2,8,2,16,13,2,7,12,13,15,12,12,15,14,14,8,14,12
2644,2644,Brian Gimenez,"M (L), AM (LC)",Patronato,Argentine Premier Division,Argentina (Premier Division),ARG,163,61,18,Left Only,AM (L),W,250000,25,91,143,13,12,3,11,8,6,8,10,2,2,1,9,11,11,12,3,16,9,5,9,11,9,1,5,7,2,13,9,10,7,3,12,12,11,12,13,7,11,1,1,9,7,11,12,8,1,13
2645,2645,Calvin Raatsie,GK,Ajax,Eredivisie,Holland (Eredivisie),NED,188,70,17,Right,GK,SK,175000,525,96,143,8,9,7,12,10,1,8,4,7,10,6,10,2,11,15,9,1,10,3,2,2,12,9,15,1,9,10,1,6,3,1,1,16,15,1,6,14,9,8,8,8,10,14,11,9,8,15
2646,2646,Carlinhos,GK,FC RB Salzburg,Portuguese Premier League,Portugal (Premier League),BRA,192,88,22,Right,GK,SK,725000,3300,118,143,13,9,16,9,14,3,16,13,11,13,11,14,5,12,11,10,1,12,3,15,13,8,14,19,4,12,4,3,9,1,4,7,12,9,3,3,11,9,10,12,13,16,9,12,11,15,11
2647,2647,Carlos SÃ¡nchez,"D (C), DM, M (C)",Unknown,Brazilian National First Division,Brazil (First Division),COL,182,82,33,Right,M (C),BWM,0,0,129,143,16,11,3,13,14,14,15,15,3,3,1,13,10,13,12,1,11,15,14,8,12,13,2,11,13,2,9,8,13,9,3,11,12,11,9,7,13,15,1,3,16,15,14,11,15,2,11
2648,2648,Castello Lukeba,D (C),OL,Ligue 1 Conforama,France (Ligue 1 Conforama),FRA,184,73,16,Left Only,D (C),CD,93000,60,82,143,9,5,3,10,8,10,10,7,1,1,2,9,3,11,10,3,9,13,11,4,3,10,2,9,8,4,7,1,10,4,2,9,13,15,2,6,10,11,3,3,11,10,11,12,9,2,10
2649,2649,Christian Capone,AM (LC),Perugia,Italian Serie B,Italy (Serie B),ITA,183,75,20,Right Only,AM (L),IW,1100000,925,112,143,12,10,2,12,11,6,11,13,3,1,4,5,11,12,15,3,12,13,5,2,10,8,2,8,5,4,8,14,11,12,3,12,15,10,11,11,12,10,3,2,11,10,10,14,10,3,15
2650,2650,Christian Gentner,"DM, M (C)",Union Berlin,Bundesliga,Germany (Bundesliga),GER,189,81,33,Either,M (C),DLP,725000,11500,128,143,14,14,1,14,15,10,11,14,3,2,3,12,10,13,12,1,13,17,9,8,12,13,2,14,13,1,9,11,14,10,3,12,13,12,15,12,16,11,4,2,12,13,11,10,12,2,11
2651,2651,Ciprian Tatarusanu,GK,Milan,Italian Serie A,Italy (Serie A),ROU,198,90,33,Either,GK,G,6250000,93000,139,143,12,10,14,8,14,3,17,14,12,15,10,12,5,9,11,14,3,14,3,5,2,14,13,18,8,14,2,3,8,2,6,5,15,14,8,1,10,14,14,13,11,18,12,13,10,16,8
2652,2652,Cleo,ST (C),QD Huanghai,Chinese National First Division,China (First Division),BRA,187,85,33,Right,ST (C),DLF,1200000,26000,113,143,10,11,2,14,11,7,12,9,2,3,3,7,15,13,10,2,12,8,7,12,10,9,3,14,16,1,9,14,12,15,2,12,14,13,8,9,13,14,3,1,13,11,11,10,13,3,9
2653,2653,Cristian CalderÃ³n,D (L),Chivas,Mexican First Division,Mexico (First Division),MEX,176,69,22,Left,D (L),WB,2000000,11000,126,143,13,12,3,13,12,12,7,15,3,1,1,13,7,13,14,2,14,12,14,5,5,7,1,9,12,2,9,3,13,11,3,12,9,11,13,11,11,12,2,1,12,12,15,16,10,3,14
2654,2654,Cyril Thereau,"AM (LC), ST (C)",Fiorentina,Italian Serie A,Italy (Serie A),FRA,189,78,36,Right,ST (C),DLF,165000,23000,117,143,12,13,1,13,14,8,13,11,2,1,3,4,14,13,11,1,14,5,5,5,11,12,3,14,12,1,13,12,13,13,3,12,12,13,12,14,10,12,3,2,14,13,13,10,12,1,12
2655,2655,Daniel Ogwuru,ST (C),Man City,English Premier Division,England (Premier Division),ENG,183,70,14,Right Only,ST (C),P,5000,120,60,143,7,5,2,9,6,1,10,6,3,2,1,2,6,3,7,1,14,11,4,6,4,6,1,10,14,1,6,14,13,13,3,14,13,10,7,3,3,9,2,3,7,7,13,10,8,2,12
2656,2656,Danilo,D (C),Bologna,Italian Serie A,Italy (Serie A),BRA,185,75,35,Right,D (C),CD,400000,20000,130,143,13,8,3,10,14,14,14,12,3,2,3,15,10,9,12,1,7,15,14,13,9,15,2,12,15,3,3,11,11,10,1,8,13,14,7,4,13,12,4,4,17,14,13,10,15,1,12
2657,2657,Darwin Quintero,"AM (RC), ST (C)",Houston,Major League Soccer,U.S.A. (MLS),COL,166,65,31,Right,AM (C),SS,2900000,26000,132,143,14,13,3,14,12,5,7,13,2,1,1,7,14,13,15,2,14,14,5,6,14,6,1,5,9,1,10,12,11,13,1,15,14,13,12,11,12,14,2,2,11,13,12,16,13,2,14
2658,2658,David Costas,D (C),Vigo,Spanish First Division,Spain (First Division),ESP,184,71,24,Right,D (C),BPD,4000000,8750,127,143,13,12,1,12,14,15,11,13,3,1,3,15,7,14,12,1,8,13,14,10,10,11,3,11,13,3,9,9,12,5,2,11,19,12,9,8,13,12,1,2,11,10,14,12,15,4,14
2659,2659,David Wheater,D (C),Oldham,Sky Bet League Two,England (Sky Bet League Two),ENG,196,82,32,Right,D (C),CD,145000,3500,103,143,12,10,3,7,12,12,13,13,3,2,3,13,4,5,8,2,9,14,12,9,4,16,1,18,16,1,4,5,8,7,1,6,14,10,5,3,10,12,1,1,14,14,12,8,12,1,8
2660,2660,Davy Klaassen,M/AM (C),Ajax,Eredivisie,Holland (Eredivisie),NED,181,75,26,Right,M (C),BBM,39000000,43500,138,143,16,14,3,13,18,11,10,16,1,2,1,12,14,12,12,3,16,17,7,5,12,14,3,10,13,1,8,13,14,14,3,11,18,15,10,8,16,13,2,4,13,13,17,13,17,3,11
2661,2661,Diego,"AM (C), ST (C)",Sevilla B,Brazilian National First Division,Brazil (First Division),ESP,184,73,21,Either,AM (C),SS,56000,425,75,143,7,10,2,9,6,3,4,11,2,1,1,6,6,7,12,2,9,12,5,5,5,6,1,5,7,2,5,10,12,12,1,11,18,10,2,5,6,8,2,1,6,6,10,11,10,1,9
2662,2662,Diego Laxalt,D/WB/M/AM (L),Celtic,Ladbrokes Premiership,Scotland (Ladbrokes Premiership),URU,177,66,26,Left,M (L),W,8250000,52000,135,143,13,10,1,12,16,11,7,14,1,1,3,11,10,12,16,2,14,15,13,10,8,7,1,9,6,1,5,10,12,8,3,13,14,11,12,9,11,12,1,1,12,8,14,16,13,3,17
2663,2663,Dillon Hoogewerf,"AM (RLC), ST (C)",Man Utd,English Premier Division,England (Premier Division),NED,160,55,16,Either,ST (C),AF,100000,120,74,143,8,10,3,13,7,2,3,5,2,1,2,7,6,11,13,1,5,15,4,2,8,6,2,1,6,2,6,17,13,11,2,13,14,11,7,6,5,6,4,1,5,7,7,13,11,1,13
2664,2664,Diogo Nascimento,AM (C),SLB,Portuguese Premier League,Portugal (Premier League),POR,167,58,16,Left,AM (C),EG,4500,55,85,143,8,13,3,13,9,5,7,9,3,1,2,8,3,14,8,2,12,12,5,5,6,14,1,5,3,2,12,11,14,9,1,12,14,13,10,12,10,12,2,2,7,7,9,11,18,1,9
2665,2665,Eduardo Vargas,"AM (RLC), ST (C)",Tigres,Mexican First Division,Mexico (First Division),CHI,176,76,29,Right,ST (C),PF,5250000,18250,138,143,16,13,3,14,13,8,14,13,1,3,3,9,13,12,14,1,14,14,6,5,14,7,1,10,12,2,10,16,15,13,2,13,12,10,11,9,11,10,2,2,15,13,12,16,16,4,15
2666,2666,Ellyes Skhiri,"DM, M (C)",1. FC KÃ¶ln,Bundesliga,Germany (Bundesliga),TUN,185,73,24,Right Only,DM,DLP,7000000,25000,135,143,13,12,1,14,15,14,12,15,3,3,3,13,8,15,13,1,8,15,13,5,16,14,1,12,11,3,14,12,15,12,3,14,15,12,11,5,14,13,1,2,13,14,16,14,11,2,13
2667,2667,Emil HallfreÃ°sson,M (C),Padova,Italian Serie C/B,Italy (Serie C/B),ISL,185,83,34,Left,M (C),DLP,96000,7000,115,143,16,14,1,13,16,13,12,10,3,2,3,14,6,14,10,2,13,10,8,6,13,7,1,11,9,3,12,13,11,10,2,11,18,14,14,12,14,13,1,2,13,13,12,11,11,3,10
2668,2668,Enock Mwepu,M (RC),FC RB Salzburg,Austrian Premier Division,Austria (Premier Division),ZAM,184,78,21,Right,M (R),DW,1500000,4100,120,143,14,13,3,13,14,11,12,15,1,3,3,10,13,11,15,3,15,13,9,7,6,7,3,12,5,1,6,9,11,13,1,11,13,11,7,7,11,10,1,1,10,10,11,12,7,1,15
2669,2669,Enzo Barrenechea,M/AM (C),Juventus,Italian Serie A,Italy (Serie A),ARG,186,81,18,Left,AM (C),AM,150000,1100,100,143,13,14,1,13,9,6,12,11,3,4,1,9,8,13,12,2,11,12,5,4,12,1,2,12,9,2,8,14,13,10,2,13,14,11,8,8,6,12,3,1,5,12,9,10,16,2,14
2670,2670,Eric Ramires,"M (C), AM (RLC)",Basel,Swiss Super League,Switzerland (Super League),BRA,172,64,18,Left,AM (C),AP,2200000,4800,117,143,11,13,1,14,11,8,8,11,3,1,3,8,10,13,13,2,12,13,8,8,11,4,1,7,6,4,11,14,13,12,2,13,12,12,11,11,9,14,1,2,11,12,13,14,10,3,13
2671,2671,Eros Grezda,M/AM (RL),Osijek,Croatian First League,Croatia (First League),ALB,182,77,24,Right,AM (R),W,1100000,4000,118,143,16,10,1,11,9,8,10,16,3,3,1,7,7,10,15,2,13,15,7,6,10,6,1,11,9,3,5,13,10,10,1,14,2,7,11,5,10,11,3,3,14,10,9,13,16,2,16
2672,2672,Evan N'Dicka,D (C),Eintracht Frankfurt,Bundesliga,Germany (Bundesliga),FRA,192,88,19,Left,D (C),BPD,2900000,8250,125,143,9,12,2,13,14,13,13,11,3,1,1,11,7,14,16,2,6,15,12,10,6,10,3,18,11,2,4,8,12,6,3,10,13,13,9,4,12,15,3,3,13,14,11,13,9,1,13
2673,2673,Ezequiel Ponce,ST (C),Spartak Moscow,Russian Premier League,Russia (Premier League),ARG,181,75,22,Right,ST (C),PF,2700000,28000,127,143,12,11,1,13,10,7,13,14,2,3,3,8,12,11,13,3,14,13,6,7,11,11,2,12,15,2,8,13,13,13,2,12,14,12,10,7,14,10,1,3,14,13,13,13,15,4,13
2674,2674,Fabian SchÃ¤r,D (C),Newcastle,English Premier Division,England (Premier Division),SUI,186,85,27,Right,D (C),BPD,18000000,40000,134,143,12,14,1,12,16,15,15,13,2,3,1,13,14,14,13,3,9,12,14,8,12,11,3,14,14,2,10,9,12,10,2,12,12,14,9,6,11,14,3,3,13,12,14,10,17,3,10
2675,2675,Fabio Depaoli,D/WB/M (R),Sampdoria,Italian Serie A,Italy (Serie A),ITA,178,71,22,Right,D (R),WB,4600000,9250,128,143,15,12,3,13,13,12,10,14,1,1,3,13,9,13,14,2,13,14,10,10,9,12,1,6,9,1,10,13,13,7,1,12,15,13,13,10,13,10,3,2,10,13,12,13,14,1,14
2676,2676,Fabricio Bustos,D/WB/M (R),Independiente,Argentine Premier Division,Argentina (Premier Division),ARG,162,64,23,Right,D (R),WB,2900000,5500,128,143,16,8,3,8,14,15,11,17,3,1,1,12,6,11,14,2,14,17,12,14,10,1,3,5,9,2,4,11,12,7,2,11,18,10,11,5,11,9,2,3,16,14,13,11,13,1,13
2677,2677,Fabrizio Alastra,GK,Pescara,Italian Serie B,Italy (Serie B),ITA,185,79,21,Right,GK,SK,575000,1200,110,143,14,6,10,11,12,3,10,10,13,15,6,10,6,11,10,13,3,14,1,3,2,7,7,13,8,13,11,3,10,2,8,3,15,10,2,6,12,14,12,12,12,14,12,15,11,11,10
2678,2678,Facundo Waller,M/AM (LC),Plaza Colonia,Uruguayan First Division,Uruguay (First Division),URU,173,70,22,Left,M (C),AP,1100000,350,121,143,12,12,1,15,13,10,8,12,3,4,1,11,12,12,10,2,12,5,11,11,13,11,1,8,6,2,11,14,14,12,2,14,6,12,13,11,11,12,1,3,7,9,11,13,12,3,14
2679,2679,FayÃ§al Fajr,M/AM (C),Sivasspor,Turkish Super League,Turkey (Super League),MAR,179,70,30,Right,AM (C),AP,7500000,16250,136,143,11,15,3,16,12,8,12,15,1,3,3,8,12,15,14,2,12,13,7,5,13,13,3,10,8,2,16,15,14,11,4,15,17,10,13,15,14,13,1,3,11,12,11,13,11,1,14
2680,2680,Filip Kostic,"WB (L), M/AM (RL)",Eintracht Frankfurt,Bundesliga,Germany (Bundesliga),SRB,184,82,26,Left,M (L),W,16250000,41500,143,143,13,11,1,13,8,9,13,13,2,1,2,9,11,11,17,2,14,11,8,10,13,6,3,10,7,1,10,14,12,12,3,14,10,10,15,14,10,12,2,1,14,16,10,12,9,3,16
2681,2681,Franco Escobar,"D (RC), WB (R)",Atlanta United,Major League Soccer,U.S.A. (MLS),ARG,176,73,24,Right,D (R),WB,1800000,4500,118,143,15,9,3,11,12,14,13,13,3,4,3,13,6,10,13,1,13,14,13,11,6,11,2,14,14,2,6,6,12,9,1,9,14,10,10,5,13,10,2,2,13,13,11,12,13,3,13
2682,2682,Gabriele Corbo,D (C),Bologna,Italian Serie A,Italy (Serie A),ITA,186,77,19,Right,D (C),BPD,475000,9250,105,143,10,10,2,11,9,12,13,12,3,2,1,12,7,12,13,3,9,12,12,2,11,11,3,12,12,2,12,10,11,8,3,8,12,10,7,4,11,12,4,1,13,13,12,13,11,3,12
2683,2683,GastÃ³n Ãvila,D (C),Boca,Argentine Premier Division,Argentina (Premier Division),ARG,182,74,17,Left,D (C),CD,450000,1300,101,143,9,2,1,12,8,11,10,11,1,3,2,14,13,8,12,1,5,10,12,7,5,9,2,14,14,1,13,1,10,8,1,6,11,12,6,6,9,9,1,4,10,7,12,11,8,2,12
2684,2684,Gerardo Moreno,"DM, M (C)",Cimarrones,Mexican Promotion League,Mexico (Promotion League),MEX,177,66,25,Right,M (C),CM,235000,3000,99,143,14,9,3,11,13,11,8,9,1,2,1,7,8,12,13,1,11,12,12,3,10,8,1,9,9,1,9,5,12,11,2,7,15,10,9,9,11,12,1,2,14,10,12,13,4,2,15
2685,2685,Gian Marco Ferrari,D (C),Sassuolo,Italian Serie A,Italy (Serie A),ITA,189,80,27,Left Only,D (C),CD,7250000,18500,134,143,12,9,3,12,12,13,16,15,2,2,1,14,7,11,12,1,8,13,15,5,9,12,2,15,15,2,6,9,11,9,1,8,15,14,7,6,14,11,1,3,12,13,14,12,12,2,12
2686,2686,Gonzalo Montiel,D (R),River,Argentine Premier Division,Argentina (Premier Division),ARG,175,72,22,Right,D (R),FB,2400000,5250,131,143,16,8,2,9,17,14,13,16,2,3,1,15,11,12,13,2,8,15,14,13,5,11,2,11,13,3,3,7,11,5,1,9,16,11,7,7,15,12,3,1,16,14,15,12,16,3,15
2687,2687,Henrique,"DM, M (C)",Fluminense,Brazilian National First Division,Brazil (First Division),BRA,180,72,34,Right Only,DM,DLP,1100000,15000,130,143,13,12,4,14,15,15,11,11,1,1,2,15,12,14,13,1,13,12,15,5,13,14,1,12,13,3,10,8,13,11,1,12,14,14,9,8,12,13,2,2,14,10,16,13,13,3,12
